Fri Dec 23 13:25:21 2022 -- New position of the end effector: x = 0.016045, z = 0.000000
Fri Dec 23 13:25:50 2022 -- New position of the end effector: x = 1.688006, z = 0.559336
Fri Dec 23 13:25:50 2022 -- New position of the end effector: x = 1.688006, z = 0.534410
Fri Dec 23 13:25:50 2022 -- New position of the end effector: x = 1.739326, z = 0.534410
Fri Dec 23 13:25:50 2022 -- New position of the end effector: x = 1.739326, z = 0.563755
Fri Dec 23 13:25:50 2022 -- New position of the end effector: x = 1.739326, z = 0.607286
Fri Dec 23 13:25:50 2022 -- New position of the end effector: x = 1.739326, z = 0.605786
Fri Dec 23 13:25:50 2022 -- New position of the end effector: x = 1.739326, z = 0.606358
Fri Dec 23 13:25:50 2022 -- New position of the end effector: x = 1.739326, z = 0.631619
Fri Dec 23 13:25:50 2022 -- New position of the end effector: x = 1.739326, z = 0.634563
Fri Dec 23 13:25:50 2022 -- New position of the end effector: x = 1.739326, z = 0.648539
Fri Dec 23 13:25:50 2022 -- New position of the end effector: x = 1.870041, z = 0.648539
Fri Dec 23 13:25:50 2022 -- New position of the end effector: x = 1.870041, z = 0.702530
Fri Dec 23 13:25:50 2022 -- New position of the end effector: x = 1.886836, z = 0.702530
Fri Dec 23 13:25:50 2022 -- New position of the end effector: x = 1.877828, z = 0.702530
Fri Dec 23 13:25:50 2022 -- New position of the end effector: x = 1.877828, z = 0.731397
Fri Dec 23 13:25:50 2022 -- New position of the end effector: x = 1.877828, z = 0.731254
Fri Dec 23 13:25:50 2022 -- New position of the end effector: x = 1.877828, z = 0.729181
Fri Dec 23 13:25:50 2022 -- New position of the end effector: x = 1.877828, z = 0.781897
Fri Dec 23 13:25:50 2022 -- New position of the end effector: x = 1.743237, z = 0.781897
Fri Dec 23 13:25:50 2022 -- New position of the end effector: x = 1.916441, z = 0.781897
Fri Dec 23 13:25:50 2022 -- New position of the end effector: x = 1.916441, z = 0.740053
Fri Dec 23 13:25:50 2022 -- New position of the end effector: x = 1.899608, z = 0.740053
Fri Dec 23 13:25:50 2022 -- New position of the end effector: x = 1.899608, z = 0.813107
Fri Dec 23 13:25:50 2022 -- New position of the end effector: x = 1.899608, z = 0.799941
Fri Dec 23 13:25:50 2022 -- New position of the end effector: x = 1.899608, z = 0.805825
Fri Dec 23 13:25:50 2022 -- New position of the end effector: x = 1.899608, z = 0.809970
Fri Dec 23 13:25:50 2022 -- New position of the end effector: x = 1.816927, z = 0.809970
Fri Dec 23 13:25:50 2022 -- New position of the end effector: x = 1.845279, z = 0.809970
Fri Dec 23 13:25:50 2022 -- New position of the end effector: x = 1.845279, z = 0.889404
Fri Dec 23 13:25:50 2022 -- New position of the end effector: x = 1.845279, z = 0.863029
Fri Dec 23 13:25:50 2022 -- New position of the end effector: x = 1.879804, z = 0.863029
Fri Dec 23 13:25:50 2022 -- New position of the end effector: x = 1.922548, z = 0.863029
Fri Dec 23 13:25:50 2022 -- New position of the end effector: x = 1.922548, z = 0.880455
Fri Dec 23 13:25:50 2022 -- New position of the end effector: x = 1.886059, z = 0.880455
Fri Dec 23 13:25:50 2022 -- New position of the end effector: x = 1.886059, z = 0.859347
Fri Dec 23 13:25:51 2022 -- New position of the end effector: x = 1.953167, z = 0.859347
Fri Dec 23 13:25:51 2022 -- New position of the end effector: x = 1.978918, z = 0.859347
Fri Dec 23 13:25:51 2022 -- New position of the end effector: x = 1.978918, z = 0.873830
Fri Dec 23 13:25:51 2022 -- New position of the end effector: x = 1.978918, z = 0.937329
Fri Dec 23 13:25:51 2022 -- New position of the end effector: x = 1.927822, z = 0.937329
Fri Dec 23 13:25:51 2022 -- New position of the end effector: x = 1.993754, z = 0.937329
Fri Dec 23 13:25:51 2022 -- New position of the end effector: x = 2.082918, z = 0.937329
Fri Dec 23 13:25:51 2022 -- New position of the end effector: x = 2.082918, z = 0.947698
Fri Dec 23 13:25:51 2022 -- New position of the end effector: x = 2.103689, z = 0.947698
Fri Dec 23 13:25:51 2022 -- New position of the end effector: x = 2.103689, z = 0.944499
Fri Dec 23 13:25:51 2022 -- New position of the end effector: x = 2.103689, z = 0.954340
Fri Dec 23 13:25:51 2022 -- New position of the end effector: x = 2.143425, z = 0.954340
Fri Dec 23 13:25:51 2022 -- New position of the end effector: x = 2.143425, z = 1.007432
Fri Dec 23 13:25:51 2022 -- New position of the end effector: x = 2.127339, z = 1.007432
Fri Dec 23 13:25:51 2022 -- New position of the end effector: x = 2.127339, z = 1.042931
Fri Dec 23 13:25:51 2022 -- New position of the end effector: x = 2.189737, z = 1.042931
Fri Dec 23 13:25:51 2022 -- New position of the end effector: x = 2.137208, z = 1.042931
Fri Dec 23 13:25:51 2022 -- New position of the end effector: x = 2.210768, z = 1.042931
Fri Dec 23 13:25:51 2022 -- New position of the end effector: x = 2.169884, z = 1.042931
Fri Dec 23 13:25:51 2022 -- New position of the end effector: x = 2.103002, z = 1.042931
Fri Dec 23 13:25:51 2022 -- New position of the end effector: x = 2.103002, z = 1.047714
Fri Dec 23 13:25:51 2022 -- New position of the end effector: x = 2.259838, z = 1.047714
Fri Dec 23 13:25:51 2022 -- New position of the end effector: x = 2.173098, z = 1.047714
Fri Dec 23 13:25:51 2022 -- New position of the end effector: x = 2.209432, z = 1.047714
Fri Dec 23 13:25:51 2022 -- New position of the end effector: x = 2.209432, z = 1.035557
Fri Dec 23 13:25:51 2022 -- New position of the end effector: x = 2.209432, z = 1.088486
Fri Dec 23 13:25:51 2022 -- New position of the end effector: x = 2.200755, z = 1.088486
Fri Dec 23 13:25:51 2022 -- New position of the end effector: x = 2.200755, z = 1.054314
Fri Dec 23 13:25:51 2022 -- New position of the end effector: x = 2.153418, z = 1.054314
Fri Dec 23 13:25:51 2022 -- New position of the end effector: x = 2.153418, z = 1.067116
Fri Dec 23 13:25:51 2022 -- New position of the end effector: x = 2.153418, z = 1.075034
Fri Dec 23 13:25:51 2022 -- New position of the end effector: x = 2.153418, z = 1.155679
Fri Dec 23 13:25:51 2022 -- New position of the end effector: x = 2.278457, z = 1.155679
Fri Dec 23 13:25:51 2022 -- New position of the end effector: x = 2.246457, z = 1.155679
Fri Dec 23 13:25:51 2022 -- New position of the end effector: x = 2.353024, z = 1.155679
Fri Dec 23 13:25:51 2022 -- New position of the end effector: x = 2.252167, z = 1.155679
Fri Dec 23 13:25:51 2022 -- New position of the end effector: x = 2.420537, z = 1.155679
Fri Dec 23 13:25:51 2022 -- New position of the end effector: x = 2.420537, z = 1.183180
Fri Dec 23 13:25:51 2022 -- New position of the end effector: x = 2.420537, z = 1.157159
Fri Dec 23 13:25:51 2022 -- New position of the end effector: x = 2.420537, z = 1.193633
Fri Dec 23 13:25:51 2022 -- New position of the end effector: x = 2.233375, z = 1.193633
Fri Dec 23 13:25:51 2022 -- New position of the end effector: x = 2.395070, z = 1.193633
Fri Dec 23 13:25:51 2022 -- New position of the end effector: x = 2.395070, z = 1.212237
Fri Dec 23 13:25:51 2022 -- New position of the end effector: x = 2.395070, z = 1.192083
Fri Dec 23 13:25:51 2022 -- New position of the end effector: x = 2.395070, z = 1.192506
Fri Dec 23 13:25:51 2022 -- New position of the end effector: x = 2.395070, z = 1.230654
Fri Dec 23 13:25:51 2022 -- New position of the end effector: x = 2.395070, z = 1.225636
Fri Dec 23 13:25:51 2022 -- New position of the end effector: x = 2.395070, z = 1.276948
Fri Dec 23 13:25:51 2022 -- New position of the end effector: x = 2.265855, z = 1.276948
Fri Dec 23 13:25:51 2022 -- New position of the end effector: x = 2.492327, z = 1.276948
Fri Dec 23 13:25:51 2022 -- New position of the end effector: x = 2.492327, z = 1.311775
Fri Dec 23 13:25:51 2022 -- New position of the end effector: x = 2.492327, z = 1.274379
Fri Dec 23 13:25:51 2022 -- New position of the end effector: x = 2.492327, z = 1.392121
Fri Dec 23 13:25:51 2022 -- New position of the end effector: x = 2.492327, z = 1.416781
Fri Dec 23 13:25:51 2022 -- New position of the end effector: x = 2.492327, z = 1.369603
Fri Dec 23 13:25:51 2022 -- New position of the end effector: x = 2.492327, z = 1.364157
Fri Dec 23 13:25:51 2022 -- New position of the end effector: x = 2.492327, z = 1.369086
Fri Dec 23 13:25:51 2022 -- New position of the end effector: x = 2.492327, z = 1.412140
Fri Dec 23 13:25:51 2022 -- New position of the end effector: x = 2.492327, z = 1.366380
Fri Dec 23 13:25:51 2022 -- New position of the end effector: x = 2.492327, z = 1.463167
Fri Dec 23 13:25:51 2022 -- New position of the end effector: x = 2.492327, z = 1.412593
Fri Dec 23 13:25:51 2022 -- New position of the end effector: x = 2.492327, z = 1.530377
Fri Dec 23 13:25:51 2022 -- New position of the end effector: x = 2.492327, z = 1.552933
Fri Dec 23 13:25:51 2022 -- New position of the end effector: x = 2.492327, z = 1.574044
Fri Dec 23 13:25:51 2022 -- New position of the end effector: x = 2.492327, z = 1.521028
Fri Dec 23 13:25:51 2022 -- New position of the end effector: x = 2.492327, z = 1.477522
Fri Dec 23 13:25:51 2022 -- New position of the end effector: x = 2.492327, z = 1.564162
Fri Dec 23 13:25:51 2022 -- New position of the end effector: x = 2.492327, z = 1.513891
Fri Dec 23 13:25:51 2022 -- New position of the end effector: x = 2.492327, z = 1.522880
Fri Dec 23 13:25:51 2022 -- New position of the end effector: x = 2.492327, z = 1.576731
Fri Dec 23 13:25:51 2022 -- New position of the end effector: x = 2.492327, z = 1.657715
Fri Dec 23 13:25:51 2022 -- New position of the end effector: x = 2.492327, z = 1.704685
Fri Dec 23 13:25:51 2022 -- New position of the end effector: x = 2.492327, z = 1.600834
Fri Dec 23 13:25:51 2022 -- New position of the end effector: x = 2.492327, z = 1.605118
Fri Dec 23 13:25:51 2022 -- New position of the end effector: x = 2.492327, z = 1.754833
Fri Dec 23 13:25:51 2022 -- New position of the end effector: x = 2.492327, z = 1.649894
Fri Dec 23 13:25:51 2022 -- New position of the end effector: x = 2.492327, z = 1.652311
Fri Dec 23 13:25:51 2022 -- New position of the end effector: x = 2.492327, z = 1.834759
Fri Dec 23 13:25:51 2022 -- New position of the end effector: x = 2.492327, z = 1.769422
Fri Dec 23 13:25:51 2022 -- New position of the end effector: x = 2.492327, z = 1.813274
Fri Dec 23 13:25:51 2022 -- New position of the end effector: x = 2.492327, z = 1.874916
Fri Dec 23 13:25:51 2022 -- New position of the end effector: x = 2.492327, z = 1.766183
Fri Dec 23 13:25:51 2022 -- New position of the end effector: x = 2.492327, z = 1.856171
Fri Dec 23 13:25:51 2022 -- New position of the end effector: x = 2.492327, z = 1.803783
Fri Dec 23 13:25:51 2022 -- New position of the end effector: x = 2.492327, z = 1.959408
Fri Dec 23 13:25:51 2022 -- New position of the end effector: x = 2.492327, z = 1.841987
Fri Dec 23 13:25:51 2022 -- New position of the end effector: x = 2.492327, z = 1.993217
Fri Dec 23 13:25:51 2022 -- New position of the end effector: x = 2.324233, z = 1.993217
Fri Dec 23 13:25:51 2022 -- New position of the end effector: x = 2.500848, z = 1.993217
Fri Dec 23 13:25:51 2022 -- New position of the end effector: x = 2.494552, z = 1.993217
Fri Dec 23 13:25:51 2022 -- New position of the end effector: x = 2.494552, z = 1.961637
Fri Dec 23 13:25:51 2022 -- New position of the end effector: x = 2.494552, z = 1.921202
Fri Dec 23 13:25:51 2022 -- New position of the end effector: x = 2.494552, z = 1.955624
Fri Dec 23 13:25:51 2022 -- New position of the end effector: x = 2.494552, z = 1.898601
Fri Dec 23 13:25:51 2022 -- New position of the end effector: x = 2.494552, z = 2.055949
Fri Dec 23 13:25:51 2022 -- New position of the end effector: x = 2.494552, z = 2.075446
Fri Dec 23 13:25:51 2022 -- New position of the end effector: x = 2.494552, z = 2.085321
Fri Dec 23 13:25:51 2022 -- New position of the end effector: x = 2.494552, z = 2.053112
Fri Dec 23 13:25:51 2022 -- New position of the end effector: x = 2.494552, z = 2.075396
Fri Dec 23 13:25:51 2022 -- New position of the end effector: x = 2.494552, z = 1.971441
Fri Dec 23 13:25:51 2022 -- New position of the end effector: x = 2.374107, z = 1.971441
Fri Dec 23 13:25:51 2022 -- New position of the end effector: x = 2.412847, z = 1.971441
Fri Dec 23 13:25:51 2022 -- New position of the end effector: x = 2.552542, z = 1.971441
Fri Dec 23 13:25:51 2022 -- New position of the end effector: x = 2.552542, z = 1.995124
Fri Dec 23 13:25:51 2022 -- New position of the end effector: x = 2.552542, z = 2.145313
Fri Dec 23 13:25:51 2022 -- New position of the end effector: x = 2.612795, z = 2.145313
Fri Dec 23 13:25:51 2022 -- New position of the end effector: x = 2.612795, z = 2.176544
Fri Dec 23 13:25:51 2022 -- New position of the end effector: x = 2.612795, z = 2.157251
Fri Dec 23 13:25:51 2022 -- New position of the end effector: x = 2.612795, z = 2.200117
Fri Dec 23 13:25:51 2022 -- New position of the end effector: x = 2.612795, z = 2.113082
Fri Dec 23 13:25:51 2022 -- New position of the end effector: x = 2.637406, z = 2.113082
Fri Dec 23 13:25:51 2022 -- New position of the end effector: x = 2.637406, z = 2.139641
Fri Dec 23 13:25:51 2022 -- New position of the end effector: x = 2.439105, z = 2.139641
Fri Dec 23 13:25:51 2022 -- New position of the end effector: x = 2.439105, z = 2.093507
Fri Dec 23 13:25:51 2022 -- New position of the end effector: x = 2.439105, z = 2.279625
Fri Dec 23 13:25:51 2022 -- New position of the end effector: x = 2.439105, z = 2.265913
Fri Dec 23 13:25:51 2022 -- New position of the end effector: x = 2.439105, z = 2.311705
Fri Dec 23 13:25:51 2022 -- New position of the end effector: x = 2.544189, z = 2.311705
Fri Dec 23 13:25:51 2022 -- New position of the end effector: x = 2.544189, z = 2.299544
Fri Dec 23 13:25:51 2022 -- New position of the end effector: x = 2.702860, z = 2.299544
Fri Dec 23 13:25:51 2022 -- New position of the end effector: x = 2.580778, z = 2.299544
Fri Dec 23 13:25:51 2022 -- New position of the end effector: x = 2.580778, z = 2.305628
Fri Dec 23 13:25:51 2022 -- New position of the end effector: x = 2.580778, z = 2.325986
Fri Dec 23 13:25:51 2022 -- New position of the end effector: x = 2.580778, z = 2.399827
Fri Dec 23 13:25:51 2022 -- New position of the end effector: x = 2.569344, z = 2.399827
Fri Dec 23 13:25:51 2022 -- New position of the end effector: x = 2.569344, z = 2.341093
Fri Dec 23 13:25:51 2022 -- New position of the end effector: x = 2.569344, z = 2.424488
Fri Dec 23 13:25:51 2022 -- New position of the end effector: x = 2.569344, z = 2.483708
Fri Dec 23 13:25:51 2022 -- New position of the end effector: x = 2.569344, z = 2.360840
Fri Dec 23 13:25:51 2022 -- New position of the end effector: x = 2.549778, z = 2.360840
Fri Dec 23 13:25:51 2022 -- New position of the end effector: x = 2.750638, z = 2.360840
Fri Dec 23 13:25:51 2022 -- New position of the end effector: x = 2.700591, z = 2.360840
Fri Dec 23 13:25:51 2022 -- New position of the end effector: x = 2.789833, z = 2.360840
Fri Dec 23 13:25:51 2022 -- New position of the end effector: x = 2.670963, z = 2.360840
Fri Dec 23 13:25:51 2022 -- New position of the end effector: x = 2.670963, z = 2.293992
Fri Dec 23 13:25:51 2022 -- New position of the end effector: x = 2.670963, z = 2.310911
Fri Dec 23 13:25:51 2022 -- New position of the end effector: x = 2.670963, z = 2.436137
Fri Dec 23 13:25:51 2022 -- New position of the end effector: x = 2.666823, z = 2.436137
Fri Dec 23 13:25:51 2022 -- New position of the end effector: x = 2.773688, z = 2.436137
Fri Dec 23 13:25:51 2022 -- New position of the end effector: x = 2.659178, z = 2.436137
Fri Dec 23 13:25:51 2022 -- New position of the end effector: x = 2.659178, z = 2.450901
Fri Dec 23 13:25:51 2022 -- New position of the end effector: x = 2.659178, z = 2.536203
Fri Dec 23 13:25:51 2022 -- New position of the end effector: x = 2.659178, z = 2.383849
Fri Dec 23 13:25:51 2022 -- New position of the end effector: x = 2.767312, z = 2.383849
Fri Dec 23 13:25:51 2022 -- New position of the end effector: x = 2.767312, z = 2.484879
Fri Dec 23 13:25:51 2022 -- New position of the end effector: x = 2.767312, z = 2.625049
Fri Dec 23 13:25:51 2022 -- New position of the end effector: x = 2.767312, z = 2.544806
Fri Dec 23 13:25:51 2022 -- New position of the end effector: x = 2.767312, z = 2.435194
Fri Dec 23 13:25:51 2022 -- New position of the end effector: x = 2.767312, z = 2.558259
Fri Dec 23 13:25:51 2022 -- New position of the end effector: x = 2.732039, z = 2.558259
Fri Dec 23 13:25:51 2022 -- New position of the end effector: x = 2.732039, z = 2.535048
Fri Dec 23 13:25:51 2022 -- New position of the end effector: x = 2.732039, z = 2.696295
Fri Dec 23 13:25:51 2022 -- New position of the end effector: x = 2.732039, z = 2.674864
Fri Dec 23 13:25:51 2022 -- New position of the end effector: x = 2.738752, z = 2.674864
